511,Will I receive a new cabinet if something is damaged in the box?,"<p><span>Depending on the damage, in most cases, a replacement part will be sent, not an entire new cabinet. The manufacturer reserves the right to determine the most cost effective and efficient method to correct damaged and/or defective cabinets/accessories. For example, if a door is cracked, you would receive a new door, not a whole new cabinet.</span></p>",1,5,2
512,"My order is shipping outside the USA, what do I need to know?","<p>For orders being shipped outside the USA, the customer will be responsible for all customs duties and fees. These fees are established by the shipping company and customs agents and are not associated with Willow Lane Cabinetry. For more information about these fees, please contact your local customs office or broker (agent&nbsp;who will help facilitate your order over the border). You must provide Willow Lane Cabinetry&nbsp;with your Customs Broker's information (Name, Address, Company and Phone Number before your order can ship. When arranging with a Broker, you must inform them if your order will be shipping in parts or from separate warehouses (resulting in more than one shipment crossing the border). Please contact&nbsp;<a href=&quot;mailto:customerservice@willowlanecabinetry.com&quot;>customerservice@willowlanecabinetry.com</a>&nbsp;&nbsp;to find out if your order falls into this category.</p>",1,2,2
513,Will I be able to accept my delivery by myself?,"<p>Many cabinets will be very large and heavy (in excess of 100 lbs) so having 1 or 2 additional people to help is highly recommended. The delivery drivers work for the freight companies (not Willow Lane Cabinetry) and for insurance purposes, are not able to assist in unloading any cabinets so he or she would not be able to help during this process.</p>",1,4,2
514,Will I be reimbursed for any labor or time needed to repair any damaged cabinets?,"<p>If replacements parts are needed, Willow Lane Cabinetry is only responsible for providing those parts. Unfortunately, we will not be able to reimburse any additional costs of labor incurred by the customer to replace or repair damaged cabinets.&nbsp;</p>",1,5,2
515,How long do I have to open my cabinets and check for concealed damage after my delivery?,"<p><span>You will have&nbsp;</span><span class=&quot;m_-6182578093991095873gmail-il&quot;>5</span><span>&nbsp;</span><span class=&quot;m_-6182578093991095873gmail-il&quot;>days</span><span>&nbsp;to open all cabinet/accessory boxes and inspect for any damages, defects, or missing items (this is for</span><span>&nbsp;</span><span class=&quot;m_-6182578093991095873gmail-il&quot;>freight</span><span>&nbsp;</span><span>deliveries, not orders delivered by UPS or FedEx Ground, please see&nbsp;</span><i>For orders arriving with FedEx/UPS Ground</i><span>&nbsp;</span><span>for more info on Ground deliveries). After your order</span><span>&nbsp;</span><span class=&quot;m_-6182578093991095873gmail-il&quot;>ships</span><span>, you will receive a</span><span>&nbsp;</span><span class=&quot;m_-6182578093991095873gmail-il&quot;>shipment&nbsp;</span><span>confirmation email that will detail how to inspect your order, please look out for this email. You will also receive a phone call with this information. If anything is missing, damaged, and/or defective, please notify</span><span>&nbsp;Willow Lane Cabinetry&nbsp;</span><span class=&quot;aBn&quot; data-term=&quot;goog_529310246&quot;><span class=&quot;aQJ&quot;>within 5 days</span></span><span>. Please contact us using</span><span>&nbsp;</span><a href=&quot;https://thertastore.wufoo.com/forms/schk34d0yro54g/&quot; target=&quot;_blank&quot; data-saferedirecturl=&quot;https://www.google.com/url?hl=en&amp;q=https://thertastore.wufoo.com/forms/schk34d0yro54g/&amp;source=gmail&amp;ust=1531437816702000&amp;usg=AFQjCNHvBlbZf3w52FLb7bxrns3ZAUbkbw&quot;>this form</a><span>.</span></p>",1,5,2
519,Do you have a delivery video?,"<p>Yes, please watch our &quot;7 Steps For Receiving Your Delivery&quot; video below!</p><p>&nbsp;</p><p><iframe src=&quot;https://www.youtube.com/embed/kUSyYamzwKU?rel=0&quot; frameborder=&quot;0&quot; width=&quot;560&quot; height=&quot;315&quot;></iframe></p>",1,4,2
701,For orders arriving with FedEx/UPS Ground,<p>Please inspect the boxes&nbsp;<span class=&quot;m_472647885817623176gmail-aBn&quot;><span class=&quot;m_472647885817623176gmail-aQJ&quot;><span class=&quot;aBn&quot; data-term=&quot;goog_1699348319&quot;><span class=&quot;aQJ&quot;>within 48 hours</span></span></span></span>&nbsp;of&nbsp;<span class=&quot;m_472647885817623176gmail-m_-6182578093991095873gmail-il&quot;>delivery</span>&nbsp;and <a href=&quot;/contact-us&quot; target=&quot;_blank&quot;>contact us</a> with reports of any damage or missing pieces. After 48 hours our manufacturers will not accept any damage or missing pieces claims and you will be responsible for re-ordering.&nbsp;</p>,1,4,"1,2"
707,How can I tell what the sale price is?,<p>When viewing your shopping cart you will see a price in a grey color with a slash across it. A bright green price will show below that which is the sale price. We also show the discount amount you are receiving in both dollars and percentage in your cart summary at the bottom of the shopping cart page.</p>,1,2,1
708,How can I tell what the sale price is?,<p>When viewing your shopping cart you will see a price in a grey color with a slash across it. A bright yellow price will show below that which is the sale price. We also show the discount amount you are receiving in both dollars and percentage in your cart summary at the bottom of the shopping cart page.</p>,1,2,2
715,Do you charge sales tax?,<p>Sales tax is charged in the following states:</p><p>&nbsp;</p><ul><li>California</li><li>Colorado</li><li>Florida</li><li>Georgia</li><li>Illinois</li><li>Kentucky</li><li>Massachusetts</li><li>Maryland</li><li>Michigan</li><li>North Carolina</li><li>New Jersey</li><li>New York</li><li>Ohio</li><li>Pennsylvania</li><li>Texas</li><li>Virginia</li><li>Washington</li></ul>,1,2,"1,2"
